VIN (1-10),County,City,State,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,DOL Vehicle ID
KM8K53AG9N,King,Seattle,WA,2022,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,172503159
1G1RB6S52H,King,Bellevue,WA,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,160809792
5YJ3E1EB0J,King,Issaquah,WA,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,476240600
5YJSA1DP9D,King,Seattle,WA,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,112663372
WMW13DJ04N,King,Seattle,WA,2022,MINI,HARDTOP,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,152736482
1N4BZ0CP2H,Chelan,Leavenworth,WA,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,204871187
5YJYGDEE3L,Pierce,Lake Tapps,WA,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,124601851
5YJSA1E2XG,Prince George's,Upper Marlboro,MD,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,207337350
YV4ED3GB7N,Cowlitz,Castle Rock,WA,2022,VOLVO,C40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,207001791
1FADP3R44G,Snohomish,Mukilteo,WA,2016,FORD,FOCUS,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,76,264280152
YV4ED3UR5N,Snohomish,Edmonds,WA,2022,VOLVO,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,180545914
JTDKARFP3H,Clark,Vancouver,WA,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,349606603
WA1E2AFY5M,Pierce,Tacoma,WA,2021,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,151807561
7SAYGDEEXN,King,Des Moines,WA,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,214857576
5YJYGDEE4M,King,Kirkland,WA,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,168529686
1N4AZ0CP2D,Pierce,Graham,WA,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,201313038
WVGUNPE28M,Yakima,Yakima,WA,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,198206613
1G1RD6E4XC,Mason,Tahuya,WA,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,141697419
YV4ED3UR7N,Kitsap,Bremerton,WA,2022,VOLVO,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,194136645
3FA6P0PUXG,Pierce,Auburn,WA,2016,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,175012323
1G1FW6S09H,Snohomish,Edmonds,WA,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,124687195
2C4RC1H73J,Spokane,Spokane,WA,2018,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,107028988
1FMCU0EZXN,Snohomish,Bothell,WA,2022,FORD,ESCAPE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,198265749
WVWKR7AU6K,King,Seattle,WA,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125,253819919
JTDKN3DP4C,King,Seattle,WA,2012,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,169305398
5YJ3E1EBXJ,King,Bellevue,WA,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,476106389
2C4RC1N73L,Kitsap,Bainbridge Island,WA,2020,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,122486535
5YJ3E1EA2L,King,Renton,WA,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,7896409
7SAYGDEE8P,King,Seattle,WA,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,221234940
JTDKAMFP8M,Thurston,Olympia,WA,2021,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,150384993
5YJSA1E25J,King,Kirkland,WA,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,125638712
WA1E2AFY9L,Pierce,Edgewood,WA,2020,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,20,125789975
5YJ3E1EBXM,King,Bothell,WA,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,172887585
2T3YL4DV9E,King,Seattle,WA,2014,TOYOTA,RAV4,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,103,270353338
5YJ3E1EB5N,King,Kent,WA,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,196787790
WVGUNPE26N,King,Sammamish,WA,2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,211752285
1G1FW6S06H,Clark,Vancouver,WA,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,116938895
5YJ3E1EBXK,Asotin,Clarkston,WA,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,255788837
5YJSA1CP5D,King,Clyde Hill,WA,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,126587247
1N4AZ0CP8F,Pierce,Puyallup,WA,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,209118024
JTDKARFP5L,Snohomish,Brier,WA,2020,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,332261296
5YJ3E1EB8N,King,Bellevue,WA,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,187342795
JTDKN3DP6E,King,Kent,WA,2014,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,251453779
5YJ3E1EA1K,King,Seattle,WA,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,477119772
5YJ3E1EB7J,King,Seattle,WA,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,476505403
5YJ3E1EB3J,Spokane,Spokane,WA,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,276180229
5YJYGDEE9L,King,Seattle,WA,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,132481086
WBY1Z4C50E,King,Des Moines,WA,2014,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,329290146
WBA33AG04N,Thurston,Olympia,WA,2022,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,211183913
1G1RD6E44B,King,Seattle,WA,2011,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,140172287
5YJ3E1EAXK,King,Redmond,WA,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,154061456
3FA6P0PU9H,King,Seattle,WA,2017,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,252532640
5YJ3E1EB1M,King,Issaquah,WA,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,138508373
5YJ3E1EA5L,King,Seattle,WA,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,144273748
5YJYGDEE8M,King,Seattle,WA,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,166499861
KNDJP3AE3G,King,Redmond,WA,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,339038514
5YJ3E1EA1J,King,Covington,WA,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,319737015
1N4AZ0CPXD,Pierce,Tacoma,WA,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,276166635
7SAYGDEE1N,Clallam,Sequim,WA,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,212348566
5YJ3E1EB1N,King,Renton,WA,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,187460731
3FA6P0PU1J,King,Des Moines,WA,2018,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,146842370
7SAYGAEE6N,Pierce,Fife,WA,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,196206300
5YJYGDEE1M,King,Seattle,WA,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,144797971
5YJ3E1EA5M,Kitsap,Bremerton,WA,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,138583420
1N4AZ0CP3F,King,Duvall,WA,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,197228370
1G1RB6S50H,King,Seattle,WA,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,157624967
1G1RC6S51J,Spokane,Spokane,WA,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,172734271
W1N9M1DB2N,King,Seattle,WA,2022,MERCEDES-BENZ,EQB-CLASS,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,219469197
7SAXCDE52N,King,Bothell,WA,2022,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,217935903
YV4ED3GB8N,Thurston,Olympia,WA,2022,VOLVO,C40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,204794509
7FCTGAAA2N,King,Seattle,WA,2022,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,224681502
7SAYGDEEXN,Snohomish,Bothell,WA,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,192509698
5YJ3E1EA2M,Kitsap,Silverdale,WA,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,220778855
5YJYGDEE1L,King,North Bend,WA,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,125828531
7FCTGAAL1N,Snohomish,Everett,WA,2022,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,209918278
5YJYGDEE1L,King,Seattle,WA,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,112485166
3FA6P0PU3H,King,Auburn,WA,2017,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,127428087
2C4RC1N74H,King,Seattle,WA,2017,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,349458490
1FADP5CUXD,King,Vashon,WA,2013,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,348570302
KNDCM3LD4K,King,Seattle,WA,2019,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,476222631
1N4BZ0CP9H,Thurston,Olympia,WA,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,110626008
1FADP5CU5E,King,Seattle,WA,2014,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,212260884
KNDCM3LD1N,Benton,Kennewick,WA,2022,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,187174165
5YJ3E1EB3J,King,Seattle,WA,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,166290225
1G1FW6S07H,King,Seattle,WA,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,247530678
5YJ3E1EA3M,King,Redmond,WA,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,167004771
7FCEHDB77N,King,Kent,WA,2022,RIVIAN,EDV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,218175247
1G1FZ6S08K,Pierce,Spanaway,WA,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,318303324
WBY1Z2C54E,Pierce,Puyallup,WA,2014,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81,170389292
KM8K23AG1M,Kitsap,Bremerton,WA,2021,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,147817029
5YJ3E1EB8J,King,Woodinville,WA,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,342457818
5YJ3E1EA6L,King,Seattle,WA,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,132937199
3FMTK3SU4M,King,Seattle,WA,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,147049696
1N4BZ1CP2K,Pierce,Tacoma,WA,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,220676207
1G1FZ6S04N,King,Woodinville,WA,2022,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,224116588
5YJYGDEE7L,King,Seattle,WA,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,114264601
7SAYGAEE8N,Pierce,University Place,WA,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,224233852
5YJ3E1EA7M,King,Kirkland,WA,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,148321554
7FCTGAAL3N,King,North Bend,WA,2022,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,192346710
1G1RD6E46E,Whatcom,Blaine,WA,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,201389226
1N4AZ1BV4N,King,Bellevue,WA,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,195010462
YV4BR0DL4J,Snohomish,Edmonds,WA,2018,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,208507400
1N4AZ1CP6J,King,Kent,WA,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,349256582
WA1AAAGE4N,Kitsap,Bainbridge Island,WA,2022,AUDI,E-TRON,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,209491656
1N4AZ0CP3G,King,Seattle,WA,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,149038956
1G1FX6S02J,Island,Camano Island,WA,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,252548992
JN1AZ0CP8B,Snohomish,Edmonds,WA,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,106907643
1G1RA6E40F,Whatcom,Bellingham,WA,2015,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,192175427
7SAYGDEF6N,King,Kent,WA,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,215121238
7FCTGAAA7N,Whatcom,Bellingham,WA,2022,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,219089475
5YJ3E1EA2M,King,Redmond,WA,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,208279207
WA13AAGE8M,Clark,Vancouver,WA,2021,AUDI,E-TRON SPORTBACK,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,208669331
WBY1Z8C51H,King,Seattle,WA,2017,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97,8785395
1N4AZ0CPXD,Clark,Camas,WA,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,187894675
2C4RC1L70J,Spokane,Spokane,WA,2018,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,128903218
5YJSA1E18H,King,Bellevue,WA,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,289254479
5UXTS1C07M,King,Kirkland,WA,2021,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,157742854
5YJ3E1EA8M,King,Kirkland,WA,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,172088234
KL8CK6S07F,Clark,Camas,WA,2015,CHEVROLET,SPARK,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,82,476909597
5YJ3E1EB4M,King,Bellevue,WA,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,147053315
1N4AZ0CPXF,Snohomish,Bothell,WA,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,266222890
KNDCE3LG7L,Clark,Ridgefield,WA,2020,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,174929667
WBY8P4C04M,King,Seattle,WA,2021,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,126,166208185
5YJ3E1EA0J,King,Sammamish,WA,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,172638574
7SAYGDEE7N,King,Sammamish,WA,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,192403326
5YJ3E1EB7K,Spokane,Spokane Valley,WA,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,319503495
1N4AZ0CP0F,Snohomish,Edmonds,WA,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,218854835
5YJYGDEE9M,King,Seattle,WA,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,143906717
JN1AZ0CP2C,Snohomish,Stanwood,WA,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,146710084
WA1VABGE0P,King,Seattle,WA,2023,AUDI,E-TRON,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,217055884
5YJ3E1EBXK,King,Auburn,WA,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,284920170
3FMTK3SS0N,King,Seattle,WA,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,219633949
JTDKAMFP1M,Whatcom,Bellingham,WA,2021,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,153969553
2C4RC1H79J,Snohomish,Woodinville,WA,2018,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,289783805
5YJ3E1EA7K,King,Renton,WA,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,199155806
7SAYGDEE5P,Pierce,South Hill,WA,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,221575084
WBY1Z8C33H,King,Seattle,WA,2017,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97,182466007
5YJ3E1EA7L,King,Woodinville,WA,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,132446548
1G1FZ6S04L,Lewis,Morton,WA,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,150401751
1N4AZ0CP4D,Snohomish,Snohomish,WA,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,199873110
5YJSA1E40G,King,Seattle,WA,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,349409147
5YJXCDE25L,King,Kirkland,WA,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,212123250
7SAYGDEF3N,Snohomish,Bothell,WA,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,219547583
3FMTK3SS3N,King,Redmond,WA,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,220709961
5YJ3E1EA2K,King,Seattle,WA,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,478171774
1FADP5CU4D,Clark,Vancouver,WA,2013,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,346637574
1G1FX6S07H,Pierce,Graham,WA,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,3440860
5YJ3E1EB6M,King,Seattle,WA,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,166143449
5YJ3E1EB9J,Spokane,Spokane,WA,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,286454864
5YJ3E1EA7M,King,Bellevue,WA,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,179773905
7SAYGDEF2N,Clark,Ridgefield,WA,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,209182697
1N4AZ0CP7F,King,Seattle,WA,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,186301895
1N4AZ1CPXJ,Clark,Vancouver,WA,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,474836925
5YJRE1A32A,King,Kirkland,WA,2010,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245,244019401
KMHE14L27G,King,Renton,WA,2016,HYUNDAI,SONATA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,27,187178386
1G1RC6S52K,Benton,Richland,WA,2019,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,172757469
KNDJX3AE7G,Kitsap,Silverdale,WA,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,186600151
3FA6P0SU5E,New Haven,Madison,CT,2014,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,148736234
5YJ3E1EA6L,Snohomish,Everett,WA,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,125872491
5YJ3E1EB4N,Snohomish,Bothell,WA,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,210083394
3FA6P0SU2K,King,Seattle,WA,2019,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,114485969
5YJ3E1EB3J,King,Bothell,WA,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,474356837
5YJYGDEE8L,King,Seattle,WA,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,128782846
WP0AA2Y13M,King,Bellevue,WA,2021,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,180636102
WA1AAAGE1M,King,Seattle,WA,2021,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,222,138365181
5YJSA1H22F,Pierce,University Place,WA,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,240458872
5YJXCDE22J,Pierce,Auburn,WA,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,196635575
1N4AZ0CPXD,Pierce,Tacoma,WA,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,252935462
1N4AZ1CP8J,King,Newcastle,WA,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,474943815
1C4JJXP64M,Lincoln,Lincoln City,OR,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,183141584
KM8KMDAF2N,Clark,La Center,WA,2022,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,209425912
1G1RA6S52H,Grays Harbor,Montesano,WA,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,118712898
